road_id,rainfall_mm,flood_level,elevation_m,road_type,historical_blockages,traffic_density,disaster_intensity,distance_to_waterbody_km,road_condition,blockage_probability,blocked
R06451,252.33,0.6617,310.91,Highway,5,521.8,0.4339,1.21,0.751,0.8068,1
R06452,299.05,0.7328,436.31,Main Road,3,1860.9,0.1948,0.14,0.6797,0.7699,1
R06453,129.1,0.4691,725.78,Rural Road,1,1546.9,0.9339,2.55,0.4228,0.7939,1
R06454,96.09,0.218,212.44,Highway,1,95.7,0.1045,6.83,0.8111,0.0501,0
R06455,272,0.8103,322.25,Local Road,1,1109.7,0.7296,0.87,0.7582,0.9735,1
R06456,57.37,0.3994,524.2,Local Road,11,880.2,0.6253,1.96,0.8185,0.7195,1
R06457,184.63,0.5963,152.88,Main Road,0,1642.8,0.0877,1.09,0.8288,0.4182,0
R06458,121.71,0.4793,668.75,Local Road,1,1427.7,0.3387,0.1,0.7389,0.363,1
R06459,12.32,0.1247,534.52,Rural Road,11,1358.7,0.1499,8.06,0.6083,0.213,0
R06460,104.19,0.6946,285.05,Highway,12,1599.8,0.6045,0.56,0.7521,0.8294,1
R06461,79.57,0.2501,579.12,Main Road,2,1134.3,0.4771,5.15,0.9222,0.2584,1
R06462,205.83,0.4966,227.08,Rural Road,6,445.2,0.0043,1.54,0.7218,0.5151,1
R06463,284.64,0.7454,620.7,Main Road,5,1639.7,0.9757,1.19,0.9515,0.9484,1
R06464,80.41,0.2552,61.2,Main Road,7,479,0.3496,9.96,0.9518,0.2665,0
R06465,243.44,0.5855,344.27,Local Road,7,1418.1,0.2582,3.8,0.8647,0.8962,1
R06466,16.61,0.1297,213,Bridge,2,1160.5,0.2224,4.11,0.7231,0.1287,0
R06467,161.44,0.242,654.28,Local Road,11,174.4,0.1588,5.04,0.4592,0.4696,0
R06468,21.17,0.4737,603.43,Local Road,4,309.7,0.9991,1.51,0.8068,0.6472,0
R06469,280.21,0.4865,674.28,Rural Road,3,719.9,0.2951,2.95,0.6875,0.7111,1
R06470,229.91,0.6046,522.99,Rural Road,4,915,0.4055,1.15,0.9081,0.7684,1
R06471,197.38,0.4765,637.28,Bridge,6,1543.2,0.8714,6.35,0.6504,0.9106,1
R06472,247.17,0.6276,353.84,Local Road,12,874.7,0.6419,3.25,0.72,0.9634,1
R06473,194.26,0.566,544.06,Local Road,1,1078,0.3687,1.03,0.4383,0.6992,1
R06474,290.68,0.6633,29.74,Main Road,9,870.5,0.8983,8.1,0.7181,0.9812,1
R06475,214.19,0.5374,705.18,Bridge,1,1831.6,0.7497,3.09,0.9205,0.8593,1
R06476,277.4,0.5394,549.4,Rural Road,1,1062.6,0.2279,2.44,0.8613,0.6496,0
R06477,155.14,0.7027,693.55,Rural Road,1,1226.8,0.6437,0.17,0.6569,0.8112,1
R06478,35.12,0.2556,617.83,Main Road,3,1189.5,0.9224,8.47,0.5162,0.5884,1
R06479,158.45,0.4247,232.67,Local Road,5,694.1,0.4965,10.7,0.7409,0.6714,1
R06480,38.06,0.4577,221.94,Highway,12,814.4,0.7336,2.94,0.4125,0.8982,1
R06481,177.75,0.5223,640.71,Local Road,2,229.9,0.9711,2.1,0.7704,0.778,1
R06482,144.75,0.5471,151.84,Highway,5,307,0.6904,1.61,0.9695,0.8071,1
R06483,186.77,0.6647,92.98,Main Road,3,1315.3,0.1024,1.14,0.7916,0.6208,1
R06484,3.01,0.2669,16.96,Main Road,0,1547.4,0.2446,3.04,0.5593,0.2056,0
R06485,58.45,0.5428,242.25,Rural Road,1,960.9,0.5951,0.53,0.7882,0.6627,1
R06486,147.4,0.3621,83.92,Highway,0,1508.5,0.2756,8.85,0.8005,0.255,0
R06487,285.15,0.7948,642.34,Rural Road,6,1069.2,0.9575,0.73,0.7417,0.9879,1
R06488,115.08,0.3323,390.21,Local Road,12,378.7,0.4054,4.84,0.8087,0.695,1
R06489,127.31,0.547,205.75,Highway,0,839.1,0.4572,1.33,0.8404,0.5734,1
R06490,214.41,0.631,483.66,Bridge,1,1648.9,0.7016,0.95,0.8692,0.7984,1
R06491,181.14,0.5534,60.93,Highway,4,287.7,0.5242,2.91,0.8817,0.7314,1
R06492,89.68,0.1789,582.27,Main Road,0,650.1,0.3821,5.12,0.6926,0.2727,0
R06493,123.24,0.2884,403.61,Main Road,10,645.7,0.0766,4.59,0.8529,0.237,0
R06494,65.31,0.5727,10.15,Rural Road,1,1442.1,0.5964,0.98,0.7221,0.7814,0
R06495,289.81,0.8477,258.78,Main Road,4,745.4,0.8676,1.45,0.8861,0.9946,1
R06496,39.19,0.3095,601.4,Rural Road,6,956.7,0.6858,7.16,0.6308,0.4309,0
R06497,111.55,0.3703,154.55,Highway,1,1251.9,0.3815,4.55,0.9525,0.2401,0
R06498,7.75,0.1521,769.69,Bridge,4,556.6,0.1277,4.42,0.7462,0.1061,0
R06499,66.53,0.4106,717.82,Rural Road,3,541,0.8163,1.15,0.8851,0.5958,1
R06500,234.14,0.5232,623.7,Local Road,4,632.9,0.9417,5.55,0.6438,0.8697,1
R06501,60.35,0.537,67.45,Main Road,11,408,0.3883,1.6,0.6701,0.6701,1
R06502,24.02,0.4422,286.3,Main Road,0,176.7,0.7286,1.85,0.623,0.4291,0
R06503,142.34,0.5603,242.07,Main Road,5,1680.3,0.4108,1.24,0.8638,0.8114,0
R06504,2.99,0.4737,114.41,Rural Road,2,52.6,0.5023,0.5,0.597,0.4163,0
R06505,25.43,0.455,799.7,Local Road,6,945.7,0.8365,1.96,0.8725,0.3215,0
R06506,242.29,0.7346,122.02,Highway,2,1974.4,0.0834,0.11,0.7137,0.7816,1
R06507,231.44,0.6959,255.69,Local Road,5,678.1,0.5303,2.18,0.7181,0.9552,1
R06508,274.54,0.4179,704.71,Local Road,6,172,0.2146,4.57,0.8088,0.4008,0
R06509,256.35,0.4476,119.79,Highway,9,1325.6,0.3398,11.38,0.4879,0.8358,0
R06510,204.95,0.6781,378.27,Local Road,16,1684,0.6444,0.34,0.7033,0.9734,1
R06511,15.7,0.2596,780.67,Rural Road,5,1795.2,0.0272,1.21,0.369,0.2688,0
R06512,234.85,0.719,201.59,Local Road,5,878,0.5938,2.44,0.8548,0.9686,1
R06513,253.65,0.6715,563.93,Main Road,3,1442,0.2834,0.7,0.729,0.7526,1
R06514,239.72,0.8474,68.63,Main Road,4,290,0.6695,0.48,0.56,0.9691,1
R06515,152.54,0.418,482.69,Local Road,4,95.1,0.1416,2.16,0.6466,0.6385,1
R06516,69.87,0.3714,274.54,Rural Road,8,591,0.7358,3.09,0.4627,0.8242,1
R06517,253.6,0.6143,561.15,Highway,8,296,0.6456,6.06,0.7625,0.7942,1
R06518,218.15,0.571,349.15,Main Road,8,873.1,0.9712,20,0.9056,0.8105,1
R06519,294.23,0.7103,242.7,Bridge,20,1263.5,0.9112,5.26,0.8508,0.9966,1
R06520,46.71,0.4412,439.08,Rural Road,13,1653.9,0.2833,0.93,0.8253,0.4763,0
R06521,67.7,0.1778,116.05,Main Road,7,1575,0.0273,4.87,0.8109,0.1978,1
R06522,63.54,0.3326,652.47,Main Road,5,1171.4,0.6554,2.75,0.6894,0.3957,0
R06523,237.76,0.6164,601.81,Highway,0,1833.1,0.6029,2.15,0.7162,0.7131,0
R06524,56.07,0.1392,438.25,Rural Road,13,1686.1,0.0274,9.66,0.5048,0.4291,1
R06525,20,0.2052,296.8,Highway,1,368.1,0.1227,4.29,0.8892,0.1336,1
R06526,299.57,0.6258,732.6,Local Road,3,1711.6,0.5847,4.06,0.6582,0.8375,1
R06527,7.45,0.5479,509.39,Rural Road,6,528,0.9118,0.09,0.389,0.7629,1
R06528,250.57,0.7296,231.42,Main Road,4,531.1,0.9065,7.06,0.5193,0.949,1
R06529,109.61,0.2314,646.33,Main Road,0,1197.6,0.1515,5.57,0.7837,0.1236,0
R06530,252.48,0.6613,509.84,Rural Road,9,1139,0.3846,1.29,0.6085,0.8984,1
R06531,166.39,0.546,105.98,Local Road,5,702.4,0.0432,1.26,0.6328,0.7106,1
R06532,270.49,0.7854,95.82,Rural Road,4,280.4,0.4693,0.24,0.6394,0.9761,1
R06533,277.86,0.717,750.79,Bridge,4,653.2,0.7531,0.23,0.647,0.9549,1
R06534,2.73,0.3513,233.89,Rural Road,7,1940.6,0.79,3.92,0.5866,0.8503,1
R06535,22.62,0.506,532.47,Main Road,5,374.9,0.499,0.77,0.6889,0.2873,0
R06536,75.11,0.2368,33.96,Main Road,5,742.1,0.0959,9.05,0.5769,0.1349,1
R06537,200.79,0.4362,447.42,Highway,2,222.6,0.3814,6.52,0.8866,0.331,1
R06538,266.48,0.7796,188.75,Local Road,0,1381.2,0.9321,1.55,0.8883,0.9722,1
R06539,137.98,0.5089,116,Rural Road,6,1046.9,0.2296,1.72,0.8517,0.7067,0
R06540,182.09,0.554,619.93,Main Road,8,1228.8,0.3198,1.44,0.834,0.8095,1
R06541,56.55,0.5185,648.59,Rural Road,1,1761.5,0.7468,0.39,0.9058,0.5165,1
R06542,241.49,0.7289,573.59,Local Road,6,912.8,0.7336,0.16,0.683,0.8497,1
R06543,290.2,0.8942,13.89,Main Road,4,815.1,0.9122,2.16,0.5404,0.9925,1
R06544,80.58,0.2552,231.5,Local Road,5,1815.9,0.3881,10.08,0.8481,0.5486,1
R06545,148.45,0.4201,291.96,Rural Road,0,1370.3,0.5146,8.77,0.7668,0.5236,1
R06546,25.83,0.1393,554.23,Main Road,4,977.6,0.4674,5.86,0.8762,0.2548,0
R06547,167.74,0.5817,605.66,Rural Road,3,138.8,0.9278,3.52,0.889,0.8134,1
R06548,150.84,0.5502,504.14,Local Road,1,1571.9,0.7693,6.84,0.8194,0.8277,0
R06549,43.33,0.38,632.33,Rural Road,15,601.2,0.8314,2.58,0.5689,0.9277,1
R06550,132.62,0.4451,344.7,Main Road,3,528.4,0.1331,0.75,0.9621,0.3841,1
R06551,100.23,0.4622,435.77,Main Road,5,1111.4,0.7918,4.08,0.6362,0.8065,1
R06552,156.55,0.4236,56.08,Local Road,2,643.1,0.433,8.92,0.7438,0.4776,1
R06553,175.7,0.685,344.59,Rural Road,0,1482.4,0.0233,0.12,0.6059,0.6079,1
R06554,2.55,0.275,348.94,Main Road,10,900.2,0.0601,1.06,0.8629,0.4372,1
R06555,228.3,0.6018,491.16,Rural Road,3,1998.7,0.6779,1.13,0.6371,0.9418,1
R06556,213.9,0.6907,305.43,Highway,6,511.4,0.372,0.42,0.7429,0.8447,1
R06557,109.89,0.6646,194.57,Highway,4,131,0.8681,0.94,0.63,0.8663,1
R06558,15.88,0.408,193.89,Local Road,6,1181.2,0.7343,1.75,0.7166,0.8669,0
R06559,226.48,0.4484,111.43,Rural Road,8,1912,0.0217,9.89,0.7052,0.5505,0
R06560,286.55,0.5526,562.31,Main Road,13,1909.1,0.6869,6.94,0.8696,0.9555,1
R06561,72.05,0.1732,499.94,Local Road,1,1862,0.1924,10.27,0.394,0.1155,0
R06562,97.06,0.5417,465.5,Local Road,0,543.7,0.4226,0.5,0.6392,0.5113,1
R06563,55.14,0.5318,427.16,Rural Road,0,1065.2,0.6247,0.15,0.778,0.4235,1
R06564,173.08,0.694,297.19,Main Road,9,84.7,0.8727,0.46,0.8615,0.9736,1
R06565,46.45,0.1182,616.13,Local Road,3,1009.1,0.4561,8.65,0.8527,0.2298,1
R06566,106.86,0.516,738.01,Rural Road,2,1660.5,0.8085,0.65,0.4398,0.8053,1
R06567,209.1,0.7205,354.79,Highway,3,1176.4,0.783,3.03,0.257,0.9439,1
R06568,168.03,0.5854,330.23,Rural Road,3,474.2,0.4145,0.95,0.7686,0.6423,1
R06569,115.94,0.594,134.37,Main Road,10,756.2,0.501,0.12,0.6843,0.8762,1
R06570,126.07,0.6695,538.21,Highway,10,1823.1,0.7005,0.36,0.7169,0.8774,0
R06571,168.63,0.3321,448.68,Main Road,2,344.9,0.0311,4.38,0.6657,0.2985,0
R06572,1.76,0.4387,790.46,Local Road,0,1279.3,0.8908,0.75,0.8228,0.3518,0
R06573,23.55,0.4785,469.54,Main Road,1,1054.1,0.7698,0.96,0.8882,0.5125,0
R06574,264.38,0.7038,234.45,Main Road,0,394,0.2494,1.71,0.7635,0.7717,1
R06575,23.36,0.3123,452.54,Local Road,8,345.8,0.9812,3.8,0.9339,0.727,1
R06576,212.04,0.501,787.83,Highway,3,1079,0.1794,2.27,0.7654,0.4151,0
R06577,276.01,0.5998,580.05,Highway,1,1484.8,0.9141,10.18,0.6153,0.7438,1
R06578,81.21,0.4398,107.22,Rural Road,1,790.9,0.3245,2.04,0.5393,0.571,1
R06579,111.15,0.5663,277.81,Local Road,3,1641.7,0.7631,0.83,0.8085,0.7211,1
R06580,170.68,0.5006,242.45,Main Road,3,1450.7,0.4564,2.74,0.9172,0.6488,0
R06581,264.51,0.6319,686.17,Local Road,14,1279.4,0.7365,2.15,0.8193,0.9656,1
R06582,282.57,0.5554,490.87,Local Road,7,1957.5,0.1558,5.46,0.7129,0.8164,1
R06583,221.87,0.4257,649.03,Main Road,4,311.8,0.2695,9.62,0.3405,0.4211,0
R06584,25.99,0.1822,145.12,Rural Road,5,1290.4,0.0999,6.38,0.8314,0.3604,0
R06585,200.75,0.6952,726.89,Main Road,4,2.3,0.8651,1.77,0.4647,0.8336,0
R06586,123.09,0.6065,51.36,Local Road,0,1295.8,0.2963,0.9,0.3787,0.6043,0
R06587,141.21,0.4379,303,Main Road,3,879.5,0.6945,8.66,0.3664,0.6734,0
R06588,14.74,0.4796,16.25,Highway,6,1682.6,0.8202,1.76,0.7511,0.8488,1
R06589,57.32,0.3939,151.5,Main Road,4,1366.8,0.9014,5.2,0.6008,0.7148,0
R06590,237.15,0.3328,769.97,Main Road,5,488.1,0.1063,16.01,0.7548,0.0991,0
R06591,136.19,0.6018,67.4,Main Road,5,467.9,0.893,3.07,0.4645,0.8818,1
R06592,90.5,0.384,120.6,Local Road,6,1971.8,0.1973,2.34,0.6034,0.5439,0
R06593,115.21,0.4278,740.25,Main Road,7,1350.7,0.7369,4.26,0.7859,0.6223,1
R06594,256.32,0.73,569.59,Rural Road,5,1766.8,0.7288,0.8,0.4494,0.9851,1
R06595,224.7,0.5024,328.54,Rural Road,1,1675.1,0.0085,2.39,0.4294,0.3915,0
R06596,81.69,0.5155,59.67,Main Road,14,319.3,0.2206,1.36,0.4919,0.878,1
R06597,35.25,0.455,629.11,Local Road,14,504,0.4919,0.68,0.7637,0.6983,1
R06598,75.6,0.2643,396.72,Rural Road,3,351.7,0.42,3.35,0.5202,0.3084,1
R06599,276.23,0.756,261.8,Local Road,4,1817.5,0.9186,3.05,0.7571,0.9916,1
R06600,174.48,0.4249,291.8,Highway,3,1415.2,0.3597,5.06,0.4778,0.6444,1
R06601,160.04,0.4565,406.7,Main Road,2,1838.9,0.937,7.27,0.5858,0.8767,1
R06602,178.92,0.5909,443.23,Local Road,0,770.2,0.4594,0.92,0.6752,0.6885,0
R06603,109.81,0.3911,655.39,Rural Road,5,87.1,0.9644,5.34,0.4972,0.8238,1
R06604,242.13,0.6484,618.5,Highway,2,1411.3,0.7374,1.65,0.5663,0.8172,0
R06605,156.99,0.4815,614.81,Main Road,11,1350.8,0.8293,3.52,0.8514,0.9003,1
R06606,35.02,0.1671,584.79,Bridge,6,1524.9,0.1049,6.7,0.7536,0.254,0
R06607,38.72,0.3343,607.44,Main Road,0,1148.7,0.5861,1.09,0.3075,0.3712,0
R06608,161.06,0.3729,543.69,Local Road,3,1445.7,0.1427,3.27,0.7796,0.191,0
R06609,280.97,0.5447,695.08,Local Road,7,1021.3,0.2976,2.34,0.4415,0.5147,0
R06610,92.51,0.4606,448.18,Main Road,3,407.1,0.6236,5.52,0.9026,0.3999,0
R06611,260.86,0.4988,419.07,Main Road,0,972.1,0.7262,4.23,0.7395,0.7468,1
R06612,229.23,0.4165,562.53,Bridge,4,589.7,0.0392,5.19,0.6817,0.3246,0
R06613,74.34,0.5345,136.97,Local Road,16,791.8,0.5309,1.24,0.6821,0.9237,1
R06614,10.9,0.272,622.68,Local Road,3,1461.2,0.5653,4.32,0.7974,0.3825,0
R06615,30.55,0.1383,749.24,Rural Road,3,1709.3,0.0788,3.31,0.6092,0.2445,0
R06616,218.55,0.6188,240.53,Highway,8,1583.7,0.5007,2.19,0.8712,0.9277,1
R06617,59.9,0.4506,490.78,Rural Road,6,1685.9,0.7138,1.71,0.5399,0.8231,1
R06618,111.38,0.6369,30.93,Rural Road,0,1419.3,0.0532,1.46,0.8385,0.436,0
R06619,150.51,0.6441,613.83,Local Road,3,1516.2,0.7603,0.08,0.9413,0.7283,1
R06620,217.64,0.6345,449.94,Main Road,2,1469.2,0.5764,0.7,0.5771,0.8653,1
R06621,33.97,0.6349,540.56,Rural Road,7,1541.9,0.8332,0.26,0.7048,0.8164,1
R06622,121.91,0.3571,118.68,Bridge,20,1831.4,0.2181,6.65,0.7127,0.748,1
R06623,145.52,0.4267,648.52,Highway,6,1824.5,0.8333,6.93,0.5121,0.8125,1
R06624,162.25,0.4022,208.47,Bridge,1,1838.2,0.0946,6.6,0.7591,0.3917,1
R06625,245.51,0.4594,549.41,Local Road,1,1113.7,0.4038,6.01,0.7899,0.6392,1
R06626,51.5,0.358,476.55,Rural Road,6,1574.7,0.1995,0.93,0.8167,0.3339,0
R06627,242.35,0.6554,524.76,Local Road,5,457.7,0.876,2.42,0.446,0.9222,1
R06628,207.86,0.4989,44.94,Local Road,4,103,0.7049,8.39,0.4081,0.7974,1
R06629,166.76,0.2191,594.77,Local Road,1,1257.2,0.0254,5.04,0.7453,0.0956,0
R06630,209.86,0.5276,637.22,Bridge,4,1908.1,0.0095,0.06,0.5412,0.5204,1
R06631,123.61,0.3043,382.48,Local Road,16,1714.8,0.2912,2.2,0.3811,0.6981,0
R06632,41.52,0.4339,330.04,Main Road,10,963.3,0.1433,0.09,0.4781,0.4298,1
R06633,199.73,0.6328,277.32,Local Road,0,18.5,0.6303,1.2,0.8984,0.8189,1
R06634,157.4,0.5146,742.67,Highway,11,1262.9,0.6638,2.05,0.799,0.8566,1
R06635,191.81,0.4839,605.28,Main Road,0,1688.3,0.942,7.87,0.6365,0.7612,1
R06636,101.4,0.4386,560.4,Main Road,3,613.4,0.952,3.77,0.7423,0.5768,1
R06637,272.06,0.6995,740.86,Local Road,0,1593.3,0.6589,1.63,0.8375,0.6452,0
R06638,176.21,0.4108,282.27,Local Road,1,366.8,0.0057,2.41,0.9308,0.2937,0
R06639,25.62,0.1418,505.96,Rural Road,7,82.4,0.359,6,0.7827,0.2869,0
R06640,134.94,0.3772,550.42,Main Road,7,63.5,0.5131,1.3,0.5411,0.6744,1
R06641,226.91,0.4682,797,Bridge,19,1962,0.4992,3.39,0.64,0.9458,1
R06642,238.24,0.6886,344.61,Main Road,4,1704.2,0.6033,1.11,0.9578,0.9363,1
R06643,148.38,0.6593,323.14,Highway,5,238.1,0.9606,2.34,0.8572,0.9464,1
R06644,268.42,0.8696,72.17,Main Road,4,1682.6,0.8852,0.14,0.7893,0.9941,1
R06645,80.3,0.3112,83.27,Local Road,7,1533.8,0.1089,6.74,0.6758,0.4317,1
R06646,123.18,0.4218,411.88,Rural Road,4,558.5,0.266,0.22,0.7498,0.6212,0
R06647,269.58,0.7592,141.09,Main Road,11,465.9,0.8331,0.94,0.543,0.9886,1
R06648,268.88,0.8187,62.98,Rural Road,2,711.7,0.8243,1.47,0.4072,0.9948,1
R06649,205.71,0.4311,772.09,Main Road,0,858.6,0.2754,3.48,0.6915,0.3162,0
R06650,257.69,0.4447,761.38,Main Road,2,226.2,0.7306,4.51,0.6639,0.707,1
R06651,26.63,0.4939,263.6,Main Road,2,1890.9,0.672,0.34,0.374,0.7573,1
R06652,259.5,0.7138,632.95,Rural Road,5,1852,0.4735,0.21,0.9022,0.8418,1
R06653,96.19,0.2129,698.68,Main Road,4,1386.9,0.2015,5.67,0.709,0.186,0
R06654,53.5,0.4199,374.47,Main Road,1,819.4,0.8886,4.41,0.7979,0.6438,0
R06655,71.81,0.4167,182.84,Rural Road,4,1760.7,0.6779,6.28,0.7477,0.6455,0
R06656,125.39,0.318,108.19,Main Road,3,268.1,0.169,4,0.5025,0.2169,0
R06657,75.36,0.4359,116.95,Bridge,4,1739.5,0.7048,4.92,0.7492,0.9163,1
R06658,96.17,0.4294,638.56,Main Road,4,1332.6,0.7414,1.72,0.5126,0.4318,1
R06659,40.49,0.4401,310.61,Local Road,4,1615.1,0.8869,3.17,0.9164,0.7928,1
R06660,88.85,0.2135,556.34,Main Road,4,1841.9,0.2228,5.78,0.8626,0.1893,1
R06661,171.69,0.7626,433.26,Main Road,0,951.7,0.9888,0.71,0.6443,0.9166,1
R06662,132.56,0.4558,318.76,Rural Road,4,1014.5,0.1534,1.97,0.3508,0.6413,1
R06663,104.02,0.3811,103.43,Bridge,7,501.5,0.6007,4.77,0.8421,0.8446,1
R06664,223.94,0.5295,270.09,Rural Road,5,218.7,0.6572,2.71,0.9613,0.9367,1
R06665,268.05,0.56,672.94,Rural Road,8,571.1,0.419,4.06,0.4915,0.7676,1
R06666,227.04,0.5525,650.06,Local Road,4,1800.3,0.475,1.26,0.8934,0.8326,1
R06667,99.6,0.6923,27.55,Highway,3,1581.3,0.8909,0.17,0.8398,0.9541,1
R06668,223.33,0.8378,116.52,Main Road,8,1853.4,0.6453,0.15,0.778,0.989,1
R06669,45.59,0.1508,605.94,Main Road,9,369.3,0.497,10.06,0.7063,0.3779,0
R06670,39.1,0.185,271.91,Main Road,8,33.8,0.1283,10.17,0.7862,0.2787,0
R06671,103.69,0.3967,516.65,Bridge,20,462.9,0.0073,0.88,0.4985,0.7611,1
R06672,242.31,0.6106,452.33,Main Road,13,330.7,0.125,0.61,0.6424,0.8165,0
R06673,73.9,0.684,523.39,Local Road,2,27.4,0.9562,0.11,0.9073,0.6426,1
R06674,18.98,0.5546,47.69,Bridge,2,1486.7,0.7641,0.97,0.6121,0.8401,1
R06675,39.51,0.4912,745.24,Highway,1,1182,0.9671,1.47,0.5106,0.5572,1
R06676,257.62,0.6456,21.67,Rural Road,3,1030.3,0.0357,1.02,0.7538,0.9132,1
R06677,190.13,0.5123,11.39,Local Road,5,1482.7,0.6802,5.64,0.7853,0.8612,1
R06678,75.96,0.3162,184.79,Main Road,5,1638.4,0.0443,4.89,0.9119,0.2732,0
R06679,166.59,0.5983,794.83,Bridge,15,894.7,0.7821,0.35,0.8312,0.9572,1
R06680,158.27,0.473,62.66,Main Road,2,782.7,0.381,4.23,0.764,0.6355,0
R06681,196.63,0.4133,700.23,Main Road,7,1302.6,0.0958,2.62,0.5253,0.5918,1
R06682,69.96,0.5295,131.48,Rural Road,2,1816.5,0.568,0.55,0.7263,0.7958,1
R06683,259.32,0.5084,91.74,Main Road,1,1776.1,0.2801,4.76,0.8386,0.8309,0
R06684,92.81,0.5296,624.28,Main Road,1,1346.4,0.6596,0.36,0.8582,0.4276,0
R06685,208.24,0.6747,678.11,Bridge,0,1413.1,0.6582,0.73,0.6277,0.8478,1
R06686,4.84,0.4443,634.79,Main Road,10,1015,0.705,0.62,0.8321,0.5093,1
R06687,111.8,0.3881,196.62,Local Road,1,1550.2,0.9925,9.84,0.4936,0.8989,1
R06688,105.51,0.3916,704.47,Local Road,7,1547,0.3867,4.24,0.8891,0.5955,1
R06689,163.05,0.5951,62.15,Local Road,0,1573.5,0.4653,1.9,0.8756,0.7288,0
R06690,21.82,0.3041,276.87,Main Road,9,741.1,0.8046,6.09,0.8571,0.5087,1
R06691,237.04,0.6872,373.23,Local Road,1,200.1,0.5784,0.9,0.9231,0.852,1
R06692,65.33,0.2147,58.85,Local Road,11,1981,0.0373,9.41,0.9149,0.3557,1
R06693,203.11,0.5271,465.98,Highway,1,1307,0.8431,4.23,0.5809,0.6984,1
R06694,240.96,0.5249,449.71,Main Road,5,1502.8,0.0515,2.92,0.9512,0.5189,1
R06695,168.56,0.399,793.79,Local Road,5,892.6,0.1708,5.59,0.5691,0.3307,0
R06696,222.26,0.3959,499.22,Highway,2,449.1,0.1021,3.67,0.6829,0.3048,0
R06697,198.56,0.3321,321.05,Local Road,2,1606.6,0.0779,7.68,0.8725,0.3296,0
R06698,106.66,0.1921,633.2,Highway,2,1349.9,0.0257,6.23,0.8251,0.0958,0
R06699,242.66,0.5465,271.3,Local Road,4,1235.2,0.055,0.82,0.5778,0.6847,0
R06700,88.41,0.5018,428.63,Highway,1,703.9,0.4424,1.01,0.8575,0.1786,1
R06701,171.36,0.6665,49.1,Rural Road,4,1332.3,0.2529,0.29,0.9526,0.895,0
R06702,223.62,0.6099,261.52,Rural Road,1,931.8,0.1265,0.92,0.7929,0.7725,1
R06703,113.69,0.4245,424.85,Local Road,2,721.7,0.6587,1.52,0.3604,0.707,1
R06704,90.83,0.3669,563.34,Main Road,2,1344.2,0.2261,0.15,0.6391,0.1537,0
R06705,137.8,0.4615,83.73,Rural Road,4,1397.2,0.0189,1.37,0.9525,0.5725,0
R06706,245.39,0.4881,638.76,Rural Road,15,75,0.4184,5.22,0.9182,0.8192,0
R06707,278.98,0.3503,720.63,Rural Road,4,1038.5,0.3104,6.47,0.8377,0.5976,0
R06708,163.53,0.6945,228.42,Local Road,1,1486.2,0.3186,0.08,0.8297,0.7102,1
R06709,198.44,0.6351,613.45,Local Road,4,541.5,0.4453,0.08,0.714,0.4883,1
R06710,270.98,0.7745,148.38,Local Road,3,1231.5,0.6689,0.6,0.8781,0.9709,1
R06711,29.56,0.2611,421.12,Local Road,3,194.7,0.6165,7.26,0.8225,0.2377,0
R06712,69.62,0.3822,639.12,Main Road,2,1142,0.9373,2.27,0.7107,0.6808,0
R06713,212.67,0.3178,312.26,Rural Road,7,921.8,0.5177,14.29,0.7526,0.6112,0
R06714,247.12,0.6064,25.91,Main Road,0,444.9,0.4726,7.69,0.6308,0.7764,1
R06715,257.11,0.4288,434.27,Rural Road,2,1395.9,0.2134,7.78,0.8006,0.5249,0
R06716,124.53,0.5408,676.54,Rural Road,9,1052.7,0.7554,0.53,0.8371,0.8109,1
R06717,26.8,0.295,91.12,Local Road,5,1094.9,0.1408,2.31,0.9536,0.2806,0
R06718,131.33,0.3534,28.56,Main Road,1,48.3,0.4911,17.72,0.6999,0.3295,1
R06719,69.22,0.4226,648.19,Highway,4,1252.8,0.4213,0.61,0.8644,0.3602,1
R06720,87.36,0.4455,217.37,Local Road,2,45.3,0.6583,3.04,0.8355,0.4115,0
R06721,231.68,0.7661,294.65,Local Road,4,27.3,0.9176,1.53,0.7475,0.954,1
R06722,22.66,0.4839,74.15,Rural Road,4,218.1,0.9466,1.77,0.9703,0.7784,0
R06723,248.27,0.42,81.81,Bridge,4,638.7,0.1678,7.8,0.5563,0.4535,0
R06724,128.3,0.3364,493.56,Local Road,12,1416.5,0.2618,3.15,0.9309,0.6804,1
R06725,178.82,0.6207,444.02,Rural Road,0,279,0.8116,5.03,0.8057,0.8135,1
R06726,26.9,0.3265,237.46,Main Road,1,1935.4,0.5183,3.96,0.8714,0.3675,1
R06727,101.21,0.4319,364.93,Main Road,17,1316.4,0.453,2.69,0.8686,0.8939,1
R06728,26.91,0.3003,313.62,Local Road,9,1633.7,0.7106,5.54,0.7844,0.6748,1
R06729,288.46,0.5968,557.57,Local Road,1,505.6,0.6019,12.41,0.3496,0.8906,1
R06730,242.18,0.5541,690.36,Bridge,1,1235.2,0.9707,11.97,0.633,0.8678,1
R06731,137.89,0.3121,613.26,Local Road,0,1597.3,0.584,5.5,0.846,0.3384,1
R06732,67.08,0.4578,8.5,Rural Road,8,1047.6,0.466,2.39,0.741,0.8324,0
R06733,280.04,0.7863,84.15,Rural Road,0,1748.1,0.5428,0.67,0.6696,0.9657,1
R06734,103.38,0.6701,346.35,Rural Road,7,1031.2,0.8085,0.21,0.8559,0.8233,1
